Sum of Average_Salary,Year,Quarter,Month,Day,Email,Q1 - Which Title Best Fits your Current Role?.1,Sum of Q10 - Current Age,Q11 - Which Country do you live in?.1,Q12 - Highest Level of Education,Q13 - Ethnicity,Q2 - Did you switch careers into Data?,Q3 - Current Yearly Salary (in USD),Q4 - What Industry do you work in?.1,Q5 - Favorite Programming Language.1,Q5 - Favorite Programming Language.2,Sum of Q6 - How Happy are you in your Current Position with the following? (Coworkers),Sum of Q6 - How Happy are you in your Current Position with the following? (Learning New Things),Sum of Q6 - How Happy are you in your Current Position with the following? (Management),Sum of Q6 - How Happy are you in your Current Position with the following? (Salary),Sum of Q6 - How Happy are you in your Current Position with the following? (Upward Mobility),Sum of Q6 - How Happy are you in your Current Position with the following? (Work/Life Balance),Q7 - How difficult was it for you to break into Data?,"Q8 - If you were to look for a new job today, what would be the most important thing to you?",Q9 - Male/Female?,Time Spent,Time Taken (America/New_York),Unique ID
187.5,2022,Qtr 2,June,10,anonymous,Other,38,United States,"",Hispanic or Latino,Yes,150k-225k,Tech,Python,,9,10,8,10,8,8,Easy,Good Work/Life Balance,Male,1899-12-30 00:01:57,1899-12-30 09:02:00,62a340e10a77c1a77f65c2e7
20,2022,Qtr 2,June,10,anonymous,Other,23,United States,Associates,White or Caucasian,No,0-40k,Other,R,,7,10,1,1,4,7,Neither easy nor difficult,Better Salary,Male,1899-12-30 00:01:54,1899-12-30 12:58:00,62a3784c0f8c8599d5af8fbc
20,2022,Qtr 2,June,10,anonymous,Other,32,United States,Bachelors,Asian or Asian American,Yes,0-40k,Tech,Python,,8,5,4,3,5,5,Difficult,Better Salary,Female,1899-12-30 00:05:13,1899-12-30 15:03:00,62a3958fcec54911e9caf827
53,2022,Qtr 2,June,10,anonymous,Other,51,United States,Bachelors,Black or African American,No,41k-65k,Healthcare,JavaScript,,6,4,5,2,3,4,Easy,Better Salary,Female,1899-12-30 00:02:02,1899-12-30 09:31:00,62a347b4f8f7561645853a98
53,2022,Qtr 2,June,10,anonymous,Other,42,United States,Bachelors,Black or African American,Yes,41k-65k,Education,Other,unknown,2,0,0,0,0,0,Very Difficult,Good Work/Life Balance,Female,1899-12-30 00:01:30,1899-12-30 09:56:00,62a34da0f408bae018ed5abd
75.5,2022,Qtr 2,June,10,anonymous,Other,31,United States,Bachelors,Hispanic or Latino,No,66k-85k,Other,Python,,2,2,3,4,3,6,Very Difficult,Remote Work,Male,1899-12-30 00:01:40,1899-12-30 15:11:00,62a3976ecf2555431730af5e
75.5,2022,Qtr 2,June,10,anonymous,Other,30,United States,Bachelors,Other (Please Specify):Indian,No,66k-85k,Tech,Python,,6,0,0,0,0,10,Difficult,Better Salary,Male,1899-12-30 00:02:19,1899-12-30 11:23:00,62a3620f0f8c8599d5af63a5
137.5,2022,Qtr 2,June,10,anonymous,Other,52,United States,Bachelors,White or Caucasian,No,125k-150k,Finance,Other,SQL,8,8,8,7,7,8,Easy,Better Salary,Male,1899-12-30 00:02:45,1899-12-30 10:41:00,62a3582e575fa3a5ae88e506
53,2022,Qtr 2,June,10,anonymous,Other,42,United States,Bachelors,White or Caucasian,No,41k-65k,Education,Other,SQL because that is all I know really well so far.,10,0,5,0,0,1,Difficult,Better Salary,Female,1899-12-30 00:01:44,1899-12-30 20:34:00,62a3e32bd8c00e9f541ad5f0
53,2022,Qtr 2,June,10,anonymous,Other,29,United States,Bachelors,White or Caucasian,No,41k-65k,Other,C/C++,,7,3,7,3,0,6,Very Difficult,Better Salary,Male,1899-12-30 00:01:58,1899-12-30 09:06:00,62a341e8f8d5efcc22f7d002
53,2022,Qtr 2,June,10,anonymous,Other,33,United States,Bachelors,White or Caucasian,No,41k-65k,Other,Python,,5,3,1,1,0,5,Easy,Better Salary,Female,1899-12-30 00:02:02,1899-12-30 14:23:00,62a38c120f8c8599d5afb0e9
95.5,2022,Qtr 2,June,10,anonymous,Other,26,United States,Bachelors,White or Caucasian,No,86k-105k,Healthcare,Python,,5,4,6,4,6,6,Neither easy nor difficult,Remote Work,Female,1899-12-30 00:01:34,1899-12-30 16:44:00,62a3ad35cec54911e9cb1b5c
115.5,2022,Qtr 2,June,10,anonymous,Other,43,United States,Masters,Asian or Asian American,No,106k-125k,Other,Java,,4,4,5,7,5,7,Neither easy nor difficult,Better Salary,Male,1899-12-30 00:01:41,1899-12-30 15:01:00,62a3951ed8c00e9f541a75d1
95.5,2022,Qtr 2,June,10,anonymous,Other,32,United States,Masters,Asian or Asian American,No,86k-105k,Other,R,,3,5,5,4,5,3,Difficult,Better Salary,Male,1899-12-30 00:02:36,1899-12-30 09:16:00,62a34449575fa3a5ae88b637
53,2022,Qtr 2,June,10,anonymous,Other,29,United States,Masters,Black or African American,Yes,41k-65k,Healthcare,R,,9,8,8,5,8,7,Neither easy nor difficult,Better Salary,Female,1899-12-30 00:02:16,1899-12-30 16:33:00,62a3aaa3cec54911e9cb1724
53,2022,Qtr 2,June,10,anonymous,Other,27,United States,Masters,Black or African American,Yes,41k-65k,Other,Other,DAX,9,10,6,3,5,6,Difficult,Other (Please Specify):Mentorship from leading Data Analyst,Male,1899-12-30 00:02:55,1899-12-30 16:49:00,62a3ae69bc6861bf3177900d
95.5,2022,Qtr 2,June,10,anonymous,Other,24,United States,Masters,Hispanic or Latino,No,86k-105k,Other,Python,,6,5,4,5,5,5,Difficult,Better Salary,Male,1899-12-30 00:01:59,1899-12-30 11:25:00,62a36251d8c00e9f541a199e
95.5,2022,Qtr 2,June,10,anonymous,Other,42,United States,Masters,Hispanic or Latino,Yes,86k-105k,Finance,Other,I don't use programming in my role,10,4,6,7,4,9,Neither easy nor difficult,Other (Please Specify):Opportunity for advancement,Female,1899-12-30 00:02:36,1899-12-30 09:45:00,62a34b0eb4da29969c6302ce
187.5,2022,Qtr 2,June,10,anonymous,Other,33,United States,Masters,White or Caucasian,No,150k-225k,Tech,R,,9,5,7,8,5,10,Neither easy nor difficult,Remote Work,Male,1899-12-30 00:01:44,1899-12-30 10:20:00,62a353372e54c9003e534a40
53,2022,Qtr 2,June,10,anonymous,Other,24,United States,Masters,White or Caucasian,No,41k-65k,Other,R,,5,3,5,3,4,4,Difficult,Better Salary,Male,1899-12-30 00:22:47,1899-12-30 10:25:00,62a35472cec54911e9ca82bc
53,2022,Qtr 2,June,10,anonymous,Other,22,United States,Masters,White or Caucasian,No,41k-65k,Other,R,,5,5,5,5,5,5,Difficult,Good Work/Life Balance,Male,1899-12-30 00:01:10,1899-12-30 15:41:00,62a39e69d8c00e9f541a8358
95.5,2022,Qtr 2,June,10,anonymous,Other,33,United States,PhD,Hispanic or Latino,No,86k-105k,Healthcare,Python,,10,10,10,9,10,10,Very Easy,Good Work/Life Balance,Female,1899-12-30 00:01:19,1899-12-30 09:20:00,62a3450424a262602738357f
20,2022,Qtr 2,June,10,anonymous,Student/Looking/None,40,United States,"",Asian or Asian American,Yes,0-40k,Other,JavaScript,,0,0,0,0,0,0,Difficult,Remote Work,Female,1899-12-30 00:02:03,1899-12-30 08:57:00,62a33fcb575fa3a5ae88ad59
20,2022,Qtr 2,June,10,anonymous,Student/Looking/None,25,United States,"",Black or African American,No,0-40k,Other,R,,6,0,0,1,0,9,Difficult,Better Salary,Male,1899-12-30 00:03:57,1899-12-30 09:49:00,62a34bd4f408bae018ed57bd
20,2022,Qtr 2,June,10,anonymous,Student/Looking/None,23,United States,"",Black or African American,Yes,0-40k,Other,Python,,2,1,2,1,4,3,Difficult,Better Salary,Male,1899-12-30 00:01:04,1899-12-30 08:48:00,62a33d9bf8f7561645852496
53,2022,Qtr 2,June,10,anonymous,Student/Looking/None,31,United States,"",Black or African American,Yes,41k-65k,Finance,Python,,10,3,10,10,5,7,Very Difficult,Good Work/Life Balance,Male,1899-12-30 00:01:47,1899-12-30 08:52:00,62a33e9df8f756164585277b
53,2022,Qtr 2,June,10,anonymous,Student/Looking/None,34,United States,"",White or Caucasian,Yes,41k-65k,Construction,Python,,2,0,2,2,0,0,Very Difficult,Remote Work,Male,1899-12-30 00:02:38,1899-12-30 08:55:00,62a33f5a5d257a28a30d7bb5
20,2022,Qtr 2,June,10,anonymous,Student/Looking/None,22,United States,Associates,Other (Please Specify):7,Yes,0-40k,Finance,Python,,,,,4,,,Very Easy,Better Salary,Male,1899-12-30 00:00:51,1899-12-30 23:08:00,62a40726575fa3a5ae89d990
20,2022,Qtr 2,June,10,anonymous,Student/Looking/None,25,United States,Bachelors,Asian or Asian American,No,0-40k,Other,Python,,2,1,1,1,1,1,Difficult,Better Salary,Female,1899-12-30 00:01:32,1899-12-30 13:32:00,62a38023575fa3a5ae89339e
20,2022,Qtr 2,June,10,anonymous,Student/Looking/None,23,United States,Bachelors,Asian or Asian American,Yes,0-40k,Tech,Python,,5,5,5,2,5,5,Very Difficult,Remote Work,Male,1899-12-30 00:00:59,1899-12-30 16:22:00,62a3a7f50a77c1a77f668221
53,2022,Qtr 2,June,10,anonymous,Student/Looking/None,47,United States,Bachelors,Black or African American,No,41k-65k,Tech,Other,SQL,7,7,7,7,8,8,Neither easy nor difficult,"Other (Please Specify):Mix of better salary, good work/life balance, remote work and good culture",Female,1899-12-30 00:04:17,1899-12-30 18:48:00,62a3ca44bae91e4b8b83dcd4
53,2022,Qtr 2,June,10,anonymous,Student/Looking/None,39,United States,Bachelors,Hispanic or Latino,No,41k-65k,Healthcare,Python,,10,2,10,0,4,10,Neither easy nor difficult,Remote Work,Female,1899-12-30 00:01:41,1899-12-30 09:22:00,62a345b2bae91e4b8b82fad6
53,2022,Qtr 2,June,10,anonymous,Student/Looking/None,37,United States,Bachelors,White or Caucasian,No,41k-65k,Other,Python,,0,2,1,0,4,4,Very Difficult,Good Work/Life Balance,Male,1899-12-30 00:02:00,1899-12-30 23:49:00,62a410b5cec54911e9cb8262
20,2022,Qtr 2,June,10,anonymous,Student/Looking/None,24,United States,High School,Hispanic or Latino,No,0-40k,Other,Other,Just started learning,1,1,1,0,0,0,Neither easy nor difficult,Remote Work,Female,1899-12-30 00:01:25,1899-12-30 13:12:00,62a37b7db4da29969c636123
20,2022,Qtr 2,June,10,anonymous,Student/Looking/None,24,United States,Masters,Asian or Asian American,No,0-40k,Healthcare,Python,,0,0,0,0,0,0,Neither easy nor difficult,Good Work/Life Balance,Male,1899-12-30 00:00:53,1899-12-30 11:14:00,62a35fc1f8f7561645856c98
20,2022,Qtr 2,June,10,anonymous,Student/Looking/None,27,United States,Masters,Asian or Asian American,Yes,0-40k,Tech,Python,,0,5,0,0,4,4,Neither easy nor difficult,Better Salary,Male,1899-12-30 00:01:21,1899-12-30 13:31:00,62a37ff3bae91e4b8b836ed0
20,2022,Qtr 2,June,10,anonymous,Student/Looking/None,26,United States,Masters,Asian or Asian American,Yes,0-40k,Tech,Python,,4,4,4,4,3,5,Very Difficult,Better Salary,Female,1899-12-30 00:03:01,1899-12-30 16:53:00,62a3af66f8f756164585eeb8
75.5,2022,Qtr 2,June,10,anonymous,Student/Looking/None,42,United States,Masters,Asian or Asian American,Yes,66k-85k,Healthcare,Other,,,0,,,,,Difficult,Good Work/Life Balance,Female,1899-12-30 00:01:06,1899-12-30 15:10:00,62a3970ebae91e4b8b839495
75.5,2022,Qtr 2,June,10,anonymous,Student/Looking/None,35,United States,Masters,Black or African American,No,66k-85k,Other,Python,,4,1,1,2,2,2,Neither easy nor difficult,Good Work/Life Balance,Male,1899-12-30 00:02:14,1899-12-30 14:43:00,62a390c0d8c00e9f541a6fd7
20,2022,Qtr 2,June,10,anonymous,Student/Looking/None,31,United States,Masters,Black or African American,Yes,0-40k,Healthcare,Python,,7,2,7,3,1,7,Difficult,Better Salary,Male,1899-12-30 00:01:15,1899-12-30 09:39:00,62a34991b4da29969c62ff4b
20,2022,Qtr 2,June,10,anonymous,Student/Looking/None,25,United States,Masters,White or Caucasian,No,0-40k,Tech,Python,,5,1,5,1,1,4,Difficult,Better Salary,Male,1899-12-30 00:01:33,1899-12-30 09:09:00,62a3426cf408bae018ed409b
20,2022,Qtr 2,June,11,anonymous,Data Analyst,20,United States,Bachelors,Black or African American,No,0-40k,Finance,Other,MATLAB,6,6,6,0,5,6,Neither easy nor difficult,Better Salary,Female,1899-12-30 00:03:11,1899-12-30 07:28:00,62a47c587dc029e2d66d9782
53,2022,Qtr 2,June,11,anonymous,Data Analyst,32,United States,Bachelors,Black or African American,Yes,41k-65k,Construction,Python,,6,7,6,4,5,6,Easy,Better Salary,Male,1899-12-30 00:01:00,1899-12-30 14:22:00,62a4dd63f408bae018ef4e51
53,2022,Qtr 2,June,11,anonymous,Data Analyst,26,United States,Bachelors,Hispanic or Latino,No,41k-65k,Other,R,,10,6,10,4,8,10,Very Difficult,Better Salary,Male,1899-12-30 00:02:02,1899-12-30 10:00:00,62a49fe7b4da29969c64bbe1
75.5,2022,Qtr 2,June,11,anonymous,Data Analyst,32,United States,Bachelors,Hispanic or Latino,Yes,66k-85k,Tech,Python,,7,7,6,5,6,6,Very Easy,Better Salary,Male,1899-12-30 00:03:18,1899-12-30 12:13:00,62a4bf3a0a77c1a77f67bef2
137.5,2022,Qtr 2,June,11,anonymous,Data Analyst,25,United States,Bachelors,White or Caucasian,No,125k-150k,Healthcare,R,,6,7,6,9,6,9,Neither easy nor difficult,Good Culture,Male,1899-12-30 00:01:00,1899-12-30 10:16:00,62a4a3d4f8d5efcc22f9a051
75.5,2022,Qtr 2,June,11,anonymous,Data Analyst,24,United States,Bachelors,White or Caucasian,No,66k-85k,Healthcare,Python,,9,6,7,7,7,8,Easy,Better Salary,Male,1899-12-30 00:02:36,1899-12-30 03:47:00,62a448832e54c9003e5491c5
75.5,2022,Qtr 2,June,11,anonymous,Data Analyst,38,United States,Bachelors,White or Caucasian,No,66k-85k,Healthcare,Python,,8,9,4,7,6,7,Easy,Remote Work,Female,1899-12-30 00:01:53,1899-12-30 08:09:00,62a48612d8c00e9f541b86b8
53,2022,Qtr 2,June,11,anonymous,Data Analyst,26,United States,Bachelors,White or Caucasian,Yes,41k-65k,Healthcare,Python,,6,7,6,4,6,7,Neither easy nor difficult,Better Salary,Female,1899-12-30 00:02:32,1899-12-30 03:57:00,62a44ae2f8f7561645869335
53,2022,Qtr 2,June,11,anonymous,Data Analyst,34,United States,Bachelors,White or Caucasian,Yes,41k-65k,Tech,Python,,7,5,5,8,6,10,Neither easy nor difficult,Good Culture,Female,1899-12-30 00:04:32,1899-12-30 09:40:00,62a49b3cb4da29969c64b5dc
75.5,2022,Qtr 2,June,11,anonymous,Data Analyst,26,United States,Bachelors,White or Caucasian,Yes,66k-85k,Other,R,,4,4,5,3,4,4,Very Easy,Better Salary,Male,1899-12-30 00:01:19,1899-12-30 21:05:00,62a53bc0bc6861bf31793947
95.5,2022,Qtr 2,June,11,anonymous,Data Analyst,28,United States,Bachelors,White or Caucasian,Yes,86k-105k,Healthcare,Other,,5,6,5,4,4,4,Difficult,Good Work/Life Balance,Female,1899-12-30 00:01:15,1899-12-30 01:19:00,62a425ec2e54c9003e5467bf
95.5,2022,Qtr 2,June,11,anonymous,Data Analyst,27,United States,Bachelors,White or Caucasian,Yes,86k-105k,Healthcare,R,,7,4,8,7,3,8,Easy,Good Culture,Male,1899-12-30 00:01:13,1899-12-30 11:37:00,62a4b6c30a77c1a77f67b54c
95.5,2022,Qtr 2,June,11,anonymous,Data Analyst,41,United States,Bachelors,White or Caucasian,Yes,86k-105k,Tech,R,,8,8,8,8,8,8,Difficult,Better Salary,Male,1899-12-30 00:02:12,1899-12-30 07:40:00,62a47f1e0a77c1a77f677174
53,2022,Qtr 2,June,11,anonymous,Data Analyst,33,United States,High School,White or Caucasian,Yes,41k-65k,Healthcare,R,,6,6,6,4,5,5,Neither easy nor difficult,Better Salary,Female,1899-12-30 00:01:11,1899-12-30 11:19:00,62a4b29a5d257a28a30f6c63
53,2022,Qtr 2,June,11,anonymous,Data Analyst,23,United States,Masters,Asian or Asian American,No,41k-65k,Healthcare,C/C++,,9,9,9,7,4,8,Easy,Remote Work,Male,1899-12-30 00:00:55,1899-12-30 08:38:00,62a48cbdf408bae018eeeccf
53,2022,Qtr 2,June,11,anonymous,Data Analyst,26,United States,Masters,Black or African American,No,41k-65k,Finance,R,,8,9,6,7,6,9,Neither easy nor difficult,Good Culture,Male,1899-12-30 00:03:12,1899-12-30 10:50:00,62a4abb30f8c8599d5b0fc24
53,2022,Qtr 2,June,11,anonymous,Data Analyst,27,United States,Masters,Hispanic or Latino,No,41k-65k,Education,R,,7,7,7,4,2,7,Neither easy nor difficult,Better Salary,Female,1899-12-30 00:01:49,1899-12-30 00:26:00,62a41964d8c00e9f541b061d
95.5,2022,Qtr 2,June,11,anonymous,Data Analyst,25,United States,Masters,Hispanic or Latino,No,86k-105k,Finance,Python,,4,3,2,3,2,6,Difficult,Other (Please Specify):Challenging / exciting problems,Male,1899-12-30 00:01:23,1899-12-30 19:37:00,62a52725d8c00e9f541c3b4a
115.5,2022,Qtr 2,June,11,anonymous,Data Analyst,28,United States,Masters,Hispanic or Latino,Yes,106k-125k,Tech,Python,,9,9,8,9,8,9,Difficult,Remote Work,Female,1899-12-30 00:01:59,1899-12-30 12:12:00,62a4bf07b4da29969c64e4f8
95.5,2022,Qtr 2,June,11,anonymous,Data Analyst,34,United States,Masters,Hispanic or Latino,Yes,86k-105k,Real Estate,Python,,10,10,10,8,9,9,Neither easy nor difficult,Good Culture,Male,1899-12-30 00:01:49,1899-12-30 12:40:00,62a4c57af3072dd8926421ac
75.5,2022,Qtr 2,June,11,anonymous,Data Analyst,34,United States,Masters,White or Caucasian,No,66k-85k,Other,Python,,9,10,9,8,9,9,Neither easy nor difficult,Better Salary,Male,1899-12-30 00:02:06,1899-12-30 13:16:00,62a4cdfad8c00e9f541bdc6b
53,2022,Qtr 2,June,11,anonymous,Data Analyst,32,United States,Masters,White or Caucasian,Yes,41k-65k,Real Estate,R,,6,6,6,4,6,6,Difficult,Remote Work,Female,1899-12-30 00:02:29,1899-12-30 17:21:00,62a50775f8f756164587677b
75.5,2022,Qtr 2,June,11,anonymous,Data Analyst,30,United States,Masters,White or Caucasian,Yes,66k-85k,Healthcare,R,,5,6,5,4,4,4,Neither easy nor difficult,Other (Please Specify):All of the above,Female,1899-12-30 00:02:25,1899-12-30 22:43:00,62a552e1cf2555431732922d
75.5,2022,Qtr 2,June,11,anonymous,Data Analyst,36,United States,Masters,White or Caucasian,Yes,66k-85k,Other,Python,,6,10,1,2,8,8,Neither easy nor difficult,Better Salary,Male,1899-12-30 00:02:37,1899-12-30 22:27:00,62a54f20d8c00e9f541c5cfa
95.5,2022,Qtr 2,June,11,anonymous,Data Analyst,28,United States,Masters,White or Caucasian,Yes,86k-105k,Other,Other,SAS,8,8,6,8,7,7,Difficult,Good Work/Life Balance,Female,1899-12-30 00:01:31,1899-12-30 08:36:00,62a48c4c24a262602739e141
53,2022,Qtr 2,June,11,anonymous,Data Engineer,24,United States,Bachelors,Black or African American,No,41k-65k,Finance,Python,,6,6,6,0,6,6,Very Easy,Better Salary,Male,1899-12-30 00:01:03,1899-12-30 23:39:00,62a55fe1f8d5efcc22fa5fe4
95.5,2022,Qtr 2,June,11,anonymous,Data Engineer,27,United States,Bachelors,Black or African American,Yes,86k-105k,Other,Other,SQL,10,10,10,6,10,10,Neither easy nor difficult,Good Culture,Male,1899-12-30 00:05:51,1899-12-30 04:13:00,62a44ea3f408bae018eea62a
115.5,2022,Qtr 2,June,11,anonymous,Data Engineer,30,United States,Bachelors,White or Caucasian,No,106k-125k,Healthcare,Other,SQL,5,2,2,8,3,6,Easy,Better Salary,Male,1899-12-30 00:01:53,1899-12-30 18:05:00,62a511acbc6861bf3179178a
115.5,2022,Qtr 2,June,11,anonymous,Data Scientist,25,United States,Associates,White or Caucasian,Yes,106k-125k,Tech,Other,SQL,8,10,8,10,9,9,Difficult,Better Salary,Male,1899-12-30 00:01:22,1899-12-30 14:07:00,62a4d9d4bae91e4b8b8501f1
115.5,2022,Qtr 2,June,11,anonymous,Data Scientist,29,United States,Bachelors,Asian or Asian American,Yes,106k-125k,Finance,Python,,10,10,10,9,10,8,Difficult,Remote Work,Male,1899-12-30 00:01:35,1899-12-30 23:04:00,62a557d10f8c8599d5b1a81c
137.5,2022,Qtr 2,June,11,anonymous,Data Scientist,35,United States,Bachelors,White or Caucasian,Yes,125k-150k,Finance,Python,,8,6,7,9,5,4,Difficult,Good Work/Life Balance,Male,1899-12-30 00:00:47,1899-12-30 08:42:00,62a48da6b4da29969c64a3a5
225,2022,Qtr 2,June,11,anonymous,Data Scientist,31,United States,PhD,White or Caucasian,Yes,225k+,Tech,R,,5,6,5,5,6,6,Difficult,Other (Please Specify):In office work,Male,1899-12-30 00:01:04,1899-12-30 07:09:00,62a477f0b4da29969c64892f
53,2022,Qtr 2,June,11,anonymous,Other,21,United States,Bachelors,Asian or Asian American,No,41k-65k,Education,Python,,5,4,5,3,3,6,Easy,Remote Work,Male,1899-12-30 00:01:23,1899-12-30 01:16:00,62a42527b4da29969c6423f7
187.5,2022,Qtr 2,June,11,anonymous,Other,43,United States,Bachelors,White or Caucasian,No,150k-225k,Other,Python,,9,10,10,9,8,8,Neither easy nor difficult,Good Culture,Male,1899-12-30 00:01:52,1899-12-30 08:07:00,62a48566b4da29969c64995a
53,2022,Qtr 2,June,11,anonymous,Other,22,United States,Bachelors,White or Caucasian,No,41k-65k,Other,Python,,6,8,5,3,7,10,Neither easy nor difficult,Remote Work,Female,1899-12-30 00:02:20,1899-12-30 13:17:00,62a4ce2bbae91e4b8b84f3db
95.5,2022,Qtr 2,June,11,anonymous,Other,36,United States,Bachelors,White or Caucasian,Yes,86k-105k,Healthcare,Python,,7,9,7,8,7,9,Difficult,Remote Work,Female,1899-12-30 00:03:55,1899-12-30 17:53:00,62a50eddf8d5efcc22fa1a4e
53,2022,Qtr 2,June,11,anonymous,Other,25,United States,Masters,Asian or Asian American,No,41k-65k,Healthcare,Python,,10,10,10,7,5,10,Easy,Better Salary,Male,1899-12-30 00:03:39,1899-12-30 03:13:00,62a440ab575fa3a5ae8a1418
53,2022,Qtr 2,June,11,anonymous,Other,36,United States,Masters,Asian or Asian American,No,41k-65k,Other,Python,,6,4,5,2,6,7,Neither easy nor difficult,Better Salary,Male,1899-12-30 00:02:38,1899-12-30 17:05:00,62a5038acec54911e9cc9526
75.5,2022,Qtr 2,June,11,anonymous,Other,30,United States,Masters,White or Caucasian,Yes,66k-85k,Education,R,,5,4,3,4,3,5,Easy,Good Culture,Female,1899-12-30 00:02:30,1899-12-30 12:50:00,62a4c7d0f8f7561645872912
75.5,2022,Qtr 2,June,11,anonymous,Other,30,United States,Masters,White or Caucasian,Yes,66k-85k,Other,R,,10,5,7,8,8,10,Difficult,Other (Please Specify):Data Maturity,Male,1899-12-30 00:04:47,1899-12-30 23:18:00,62a55b05f8d5efcc22fa5b65
20,2022,Qtr 2,June,11,anonymous,Student/Looking/None,22,United States,Bachelors,White or Caucasian,No,0-40k,Tech,Python,,9,3,7,2,3,7,Difficult,Remote Work,Male,1899-12-30 00:01:07,1899-12-30 21:08:00,62a53c84f3072dd8926495c9
75.5,2022,Qtr 2,June,12,anonymous,Data Analyst,26,United States,Bachelors,Black or African American,Yes,66k-85k,Other,Python,,10,9,10,8,7,10,Neither easy nor difficult,Better Salary,Male,1899-12-30 00:01:46,1899-12-30 17:09:00,62a65618d8c00e9f541d783a
115.5,2022,Qtr 2,June,12,anonymous,Data Analyst,42,United States,Bachelors,White or Caucasian,No,106k-125k,Other,Python,,10,6,10,10,10,10,Easy,Better Salary,Female,1899-12-30 00:01:37,1899-12-30 00:52:00,62a57116f408bae018efd56a
53,2022,Qtr 2,June,12,anonymous,Data Analyst,36,United States,Bachelors,White or Caucasian,Yes,41k-65k,Healthcare,Python,,10,3,8,1,10,10,Neither easy nor difficult,Better Salary,Female,1899-12-30 00:01:54,1899-12-30 00:58:00,62a57263cec54911e9ccf648
53,2022,Qtr 2,June,12,anonymous,Data Analyst,27,United States,Bachelors,White or Caucasian,Yes,41k-65k,Other,Python,,7,6,6,2,5,3,Neither easy nor difficult,Better Salary,Male,1899-12-30 00:01:43,1899-12-30 01:08:00,62a574b3b4da29969c658eb4
75.5,2022,Qtr 2,June,12,anonymous,Data Analyst,33,United States,Bachelors,White or Caucasian,Yes,66k-85k,Other,Other,SQL,0,2,0,2,0,0,Difficult,Better Salary,Female,1899-12-30 00:01:29,1899-12-30 04:00:00,62a59d007dc029e2d66eb8f9
53,2022,Qtr 2,June,12,anonymous,Data Analyst,25,United States,High School,Hispanic or Latino,Yes,41k-65k,Finance,Python,,5,9,7,6,8,9,Difficult,Remote Work,Male,1899-12-30 00:02:16,1899-12-30 09:36:00,62a5ebe05d257a28a310ac53
20,2022,Qtr 2,June,12,anonymous,Data Analyst,27,United States,High School,White or Caucasian,Yes,0-40k,Tech,R,,7,9,6,0,3,8,Very Difficult,Better Salary,Male,1899-12-30 00:01:56,1899-12-30 12:47:00,62a618a9d8c00e9f541d3537
75.5,2022,Qtr 2,June,12,anonymous,Data Analyst,27,United States,Masters,Asian or Asian American,Yes,66k-85k,Other,Other,SQL,4,4,5,4,4,5,Difficult,Other (Please Specify):Better work & remote salary,Male,1899-12-30 00:01:34,1899-12-30 04:31:00,62a5a44b24a26260273af0fc
115.5,2022,Qtr 2,June,12,anonymous,Data Analyst,35,United States,Masters,Black or African American,Yes,106k-125k,Other,Python,,6,10,7,8,9,6,Easy,Better Salary,Female,1899-12-30 00:01:52,1899-12-30 09:30:00,62a5ea667dc029e2d66f153d
53,2022,Qtr 2,June,12,anonymous,Data Analyst,27,United States,Masters,Black or African American,Yes,41k-65k,Healthcare,R,,3,5,3,1,6,5,Difficult,Remote Work,Female,1899-12-30 00:01:20,1899-12-30 09:44:00,62a5edba0a77c1a77f68f1b5
95.5,2022,Qtr 2,June,12,anonymous,Data Analyst,31,United States,Masters,Hispanic or Latino,Yes,86k-105k,Education,Python,,1,0,0,0,0,1,Neither easy nor difficult,Good Culture,Male,1899-12-30 00:01:11,1899-12-30 06:52:00,62a5c571575fa3a5ae8baaa1
225,2022,Qtr 2,June,12,anonymous,Data Engineer,33,United States,Bachelors,Asian or Asian American,Yes,225k+,Tech,Other,SQL,4,5,4,3,3,3,Neither easy nor difficult,Better Salary,Male,1899-12-30 00:01:37,1899-12-30 00:29:00,62a56bc67dc029e2d66e86c0
75.5,2022,Qtr 2,June,12,anonymous,Data Engineer,27,United States,Bachelors,White or Caucasian,Yes,66k-85k,Real Estate,Python,,8,10,8,3,10,10,Easy,Remote Work,Male,1899-12-30 00:02:11,1899-12-30 07:18:00,62a5cba2575fa3a5ae8bb122
53,2022,Qtr 2,June,12,anonymous,Data Scientist,18,United States,Bachelors,White or Caucasian,No,41k-65k,Other,Python,,10,10,10,9,10,10,Neither easy nor difficult,Good Culture,Male,1899-12-30 00:02:10,1899-12-30 10:30:00,62a5f872bae91e4b8b861e53
95.5,2022,Qtr 2,June,12,anonymous,Other,40,United States,Associates,Other (Please Specify):Bi-racial people should be able to check 2 options in 2022.,Yes,86k-105k,Finance,Python,,5,8,8,7,8,5,Neither easy nor difficult,Remote Work,Female,1899-12-30 00:02:04,1899-12-30 17:01:00,62a654165d257a28a3112ac9
75.5,2022,Qtr 2,June,12,anonymous,Other,27,United States,Bachelors,White or Caucasian,No,66k-85k,Other,Python,,6,6,6,3,6,6,Neither easy nor difficult,Better Salary,Male,1899-12-30 00:03:02,1899-12-30 09:44:00,62a5edb2575fa3a5ae8bdba5
137.5,2022,Qtr 2,June,12,anonymous,Other,28,United States,Bachelors,White or Caucasian,Yes,125k-150k,Healthcare,Python,,8,7,8,7,8,6,Easy,Remote Work,Male,1899-12-30 00:01:20,1899-12-30 11:44:00,62a609c4bc6861bf317a10a3
